cadet_id,grad_year,academic_major,is_ic,squadron,gpa,pea,avg_study_hours
C03274,2028,Mechanical Engineering,0,33,3.35,3.49,30.3
C03774,2028,Management,0,7,3.12,2.52,20.1
C00575,2028,Mechanical Engineering,0,27,2.79,2.91,21.3
C01697,2028,Foreign Area Studies,0,26,2.09,2.71,19.2
C00185,2028,Management,1,2,2.24,4,14.8
C00237,2028,Management,0,2,2.15,2.56,13.1
C00231,2028,Meteorology,1,36,3.37,3.8,16.8
C01386,2028,Biology,0,35,3.86,2.07,22.3
C03952,2028,Economics,0,4,2.36,3.32,19.9
C02200,2028,Legal Studies,0,9,2.56,2.03,18.8
C01539,2028,Management,0,10,3.97,2.53,19.3
C01711,2028,Biology,0,36,2.04,3.26,18.8
C02233,2028,Systems Engineering,0,18,2.35,3.25,16.9
C03473,2028,Geospatial Science,0,19,2.44,2.91,20.5
C01915,2028,Computer Science,0,31,2.48,1.95,24.1
C02451,2028,Chemistry,0,14,2.34,3.09,22.3
C01350,2028,Behavioral Sciences,0,30,3.17,1.51,20.8
C03601,2028,Computer Science,0,19,2.85,2.53,24.2
C02414,2028,Management,1,4,2.98,3.57,9.9
C02489,2028,Civil & Environmental Engineering,0,23,3.44,1.96,23.2
C00191,2028,Computer Science,0,10,3.57,3.35,20.4
C00720,2028,Mechanical Engineering,1,21,2.46,3.83,18.9
C03128,2028,Civil & Environmental Engineering,0,28,4,3.8,28.7
C00673,2028,Systems Engineering,1,1,3.18,3.33,19.1
C01191,2028,Cyber Science,0,18,2.21,2.86,21.9
C01075,2028,Political Science,1,13,3.31,3.57,16.3
C03820,2028,Mathematical Sciences,0,19,3.13,3.13,17.7
C02012,2028,Aeronautical Engineering,1,14,2.71,4,17.8
C03214,2028,Foreign Area Studies,0,3,2.65,3.04,17.9
C02677,2028,Biology,0,27,1.97,2.51,23.4
C00446,2028,Computer Science,0,5,3.14,3.81,24.1
C03662,2028,Management,0,15,3.47,3.64,13.4
C02613,2028,Management,0,29,2.61,2.31,9.7
C03436,2028,Cyber Science,0,18,1.79,3.47,18.4
C01851,2028,English,0,37,2.71,2,19.4
C00076,2028,Astronautical Engineering,0,3,3.51,2.69,20.7
C01329,2028,Management,1,21,2.11,3.37,10.4
C03262,2028,Mechanical Engineering,0,3,3.18,1.71,21.2
C00850,2028,Management,1,7,3.49,4,14.9
C03076,2028,Behavioral Sciences,0,19,2.92,2.66,21.7
C02516,2028,Management,0,37,2.95,2.33,18.6
C01739,2028,Economics,0,25,2.22,3.16,15.3
C00664,2028,Mechanical Engineering,0,15,3.12,2.36,24.9
C03789,2028,Systems Engineering,0,5,1.98,2.56,18.2
C01572,2028,Economics,0,20,2.45,2.62,14.6
C02855,2028,Astronautical Engineering,0,18,3.7,2.35,20.8
C01717,2028,Systems Engineering,0,35,2.53,2.04,21.1
C04029,2028,Management,0,25,2.24,3.01,15.1
C01126,2028,Aeronautical Engineering,0,7,3.71,3.69,25.8
C03987,2028,Data Science,0,27,2.08,1.27,15.1
C03478,2028,Legal Studies,1,26,2.31,3.68,16.4
C00805,2028,Legal Studies,0,34,2.29,3.69,12.8
C01414,2028,Astronautical Engineering,0,27,2.66,2.45,22.1
C01812,2028,Aeronautical Engineering,0,15,4,1.64,24.5
C03793,2028,Systems Engineering,0,16,2.52,3.13,19.2
C01431,2028,Computer Science,0,19,3.62,2.69,21.4
C03132,2028,Philosophy,0,12,3.56,3.05,20.7
C00743,2028,Management,0,15,2.28,2.64,12.7
C00480,2028,Legal Studies,0,15,2.48,2.48,14
C01296,2028,Aeronautical Engineering,0,39,3.77,3.07,25.3
C00311,2028,Management,0,14,2.48,2.78,17.5
C02757,2028,Military & Strategic Studies,0,29,3.06,1.89,17.6
C03045,2028,Operations Research,1,40,1.79,3.23,19
C02283,2028,Cyber Science,0,5,3.44,3.08,25.9
C02829,2028,Electrical & Computer Engineering,0,25,2.27,3.07,23
C03003,2028,Meteorology,0,12,2.18,2.86,18.7
C01497,2028,Civil & Environmental Engineering,0,2,2.02,2.78,15.6
C03801,2028,Systems Engineering,1,16,1.27,3.42,15
C03064,2028,Operations Research,1,24,2.97,4,16.6
C00833,2028,Economics,1,30,2.64,3.23,16.6
C01484,2028,Meteorology,1,24,2.18,3.39,10.5
C03833,2028,Management,0,5,1.47,2.22,16.9
C02652,2028,Economics,0,6,3.83,2.81,17.8
C01645,2028,Geospatial Science,0,25,1.7,2.8,12.6
C00658,2028,Computer Science,0,31,3.6,2.25,25.1
C01673,2028,Political Science,1,3,3.38,4,15.2
C00782,2028,Meteorology,0,36,2.5,2.25,18.8
C00126,2028,Foreign Area Studies,0,10,2.36,2.13,19.1
C02527,2028,Civil & Environmental Engineering,0,17,3.22,1.67,22
C01210,2028,Undeclared,0,23,1.96,2.2,12.7
C03267,2028,Electrical & Computer Engineering,1,36,3.41,3.89,20.8
C02486,2028,Philosophy,1,8,2.81,4,16.4
C03484,2028,Undeclared,0,28,2.29,2.76,15.5
C00536,2028,Management,0,23,2.58,2.17,17
C03215,2028,Political Science,0,27,2.57,2.27,15.6
C01487,2028,History,1,39,3.62,3.66,9.7
C00072,2028,English,1,14,2.53,4,13.9
C03648,2028,Behavioral Sciences,0,31,2.56,2.36,16
C00129,2028,Political Science,1,15,2.44,4,12.6
C00187,2028,Civil & Environmental Engineering,0,26,2.72,2.63,24.8
C00434,2028,Management,0,11,2.4,2.55,17
C03234,2028,Military & Strategic Studies,1,39,1.83,3.43,15
C02762,2028,Meteorology,0,34,3.2,3.53,23.5
C00622,2028,Aeronautical Engineering,0,36,3.88,3.26,25
C01894,2028,Computer Science,0,34,4,2.89,27
C02524,2028,Cyber Science,0,13,2.8,2.57,17.7
C03173,2028,Systems Engineering,0,19,4,2.54,28
C03143,2028,Political Science,0,21,3.64,2.69,13.9
C03206,2028,Management,0,33,2.31,2.76,12.7
C02789,2028,Astronautical Engineering,0,32,3.51,3.68,24.1
C03433,2028,Management,0,1,2.51,2.87,14.5
C02814,2028,Management,0,30,2.69,3.01,17.7
C03503,2028,Economics,0,16,1.36,3.08,18.1
C01387,2028,Operations Research,0,15,3.16,3.87,18
C02126,2028,Economics,1,37,2.29,2.93,8.5
C00308,2028,Mechanical Engineering,0,27,3.95,3.44,22.1
C02366,2028,Management,1,36,2.7,3.35,19.6
C01724,2028,Aeronautical Engineering,0,37,1.58,3.05,18.5
C00374,2028,Computer Science,0,25,3.12,2.72,24.1
C02409,2028,Management,1,1,3.35,3.62,12.9
C01634,2028,Operations Research,0,28,4,3.47,26.8
C02707,2028,Data Science,0,11,3.32,3.1,21.4
C01541,2028,Biology,0,24,4,3.81,19.6
C02181,2028,Computer Science,0,26,2.26,3.09,20.6
C01875,2028,Electrical & Computer Engineering,0,40,3.25,2.47,25
C01646,2028,Mechanical Engineering,0,33,3.55,2.25,23.7
C03487,2028,Computer Science,0,16,2.15,2.31,21.1
C02918,2028,Meteorology,0,29,2.55,3.09,15.7
C00344,2028,Astronautical Engineering,1,40,2.38,4,13.7
C03861,2028,Cyber Science,0,26,3.25,2.97,23.3
C01364,2028,Computer Science,0,23,4,3.63,23.1
C02379,2028,Management,0,38,1.37,2.1,12.1
C03595,2028,History,0,17,2.54,2.69,23
C03001,2028,Cyber Science,0,12,3.21,2.39,16.2
C00353,2028,Systems Engineering,0,21,3.9,2.96,22.3
C01103,2028,Economics,0,26,1.96,2.68,16.3
C02189,2028,History,1,31,1.21,3.2,14.1
C03449,2028,Electrical & Computer Engineering,0,33,2.72,3.28,18.2
C04006,2028,Aeronautical Engineering,0,27,2.61,3.15,20.1
C00663,2028,Physics,0,7,3.66,2.19,25.3
C03531,2028,Cyber Science,0,3,3.4,2.44,20.4
C00814,2028,Computer Science,0,25,2.51,1.73,20.4
C01554,2028,Astronautical Engineering,1,34,3.76,3.17,19.6
C03860,2028,Economics,1,6,2.75,2.94,11.3
C03177,2028,Aeronautical Engineering,1,16,2.54,3.79,19
C01712,2028,History,0,24,3.37,2.55,14.5
C03892,2028,English,0,34,2.83,3.05,21.8
C02226,2028,Behavioral Sciences,0,36,4,2.24,22.9
C02250,2028,Aeronautical Engineering,0,22,3.89,3.29,22.8
C02554,2028,Management,0,38,2.52,2.21,17.8
C01644,2028,Behavioral Sciences,0,25,2.77,1.51,22.1
C03986,2028,English,1,6,0.89,4,13.9
C03760,2028,History,0,38,3.29,2.99,17
C03223,2028,Computer Science,1,1,4,3.73,18.7
C03458,2028,Political Science,0,27,2.82,3.02,20.3
C02172,2028,Management,0,37,2.27,1.39,11.7
C01175,2028,Behavioral Sciences,1,13,3.21,3.15,15.9
C03512,2028,Cyber Science,0,26,2.74,3.97,21.4
C00120,2028,Chemistry,0,25,3.28,3.36,17.9
C02765,2028,Computer Science,0,23,3.55,3.21,27.8
C01628,2028,Systems Engineering,0,9,2.19,1.91,22.4
C00401,2028,Management,1,28,3.5,3.91,16.2
C02407,2028,Data Science,0,27,3.52,2.58,15.9
C01411,2028,English,0,22,2.02,2.57,17.6
C03235,2028,Aeronautical Engineering,1,20,1.97,3.75,12.3
C01702,2028,Physics,0,28,1.49,2.99,19.3
C01328,2028,Management,1,34,2.95,3.99,8.7
C00589,2028,Behavioral Sciences,0,8,2.85,2.52,17.5
C02191,2028,Management,0,29,3.88,2.86,19.5
C02544,2028,Behavioral Sciences,0,8,1.93,3.36,15.5
C02370,2028,Behavioral Sciences,0,33,2.68,3.48,22.5
C00081,2028,Economics,0,29,1.74,3.67,17.5
C00765,2028,Management,0,7,2.03,2.24,16.7
C03621,2028,Physics,0,38,2.44,3.56,21.5
C01593,2028,Operations Research,0,29,3.32,3.4,13.8
C01193,2028,Computer Science,0,24,3.77,2.49,22.5
C03963,2028,Cyber Science,0,28,3.79,2.93,21.9
C00875,2028,Management,1,20,4,4,17.1
C00768,2028,Aeronautical Engineering,0,22,3.08,3.1,21.5
C02611,2028,Management,0,2,3.09,3.34,14.6
C01478,2028,Management,0,22,2.87,2.75,20.1
C02017,2028,Legal Studies,0,11,2.47,2.05,14.6
C00019,2028,Systems Engineering,0,39,3.46,3.63,20.2
C02996,2028,Management,0,36,3.76,2.02,20.3
C01658,2028,Electrical & Computer Engineering,0,6,3.42,3.89,26.2
C00297,2028,Chemistry,0,30,3.7,2.94,27.1
C02061,2028,Astronautical Engineering,0,26,2.89,2.45,22.9
C03816,2028,Electrical & Computer Engineering,0,35,1.45,2.2,20.7
C01465,2028,Mathematical Sciences,0,24,2.41,2.84,8.2
C01881,2028,Geospatial Science,0,27,1.93,3.14,17.2
C03895,2028,Political Science,0,9,1.56,2.33,13.6
C02024,2028,Management,0,13,1.83,3.31,16.6
C01652,2028,Computer Science,1,19,2.36,2.21,21.3
C03166,2028,Political Science,0,39,2.59,1.74,15.2
C00275,2028,Management,1,6,3.37,3.24,12.7
C01056,2028,English,0,1,3.2,2.69,19.3
C01765,2028,Foreign Area Studies,1,36,1.44,3.61,11.4
C01253,2028,Systems Engineering,0,20,2.39,2.91,18.2
C03559,2028,Systems Engineering,1,27,2.77,3.31,21.4
C02458,2028,Biology,1,31,2.16,3.82,19.2
C03395,2028,Philosophy,0,9,3.25,2.82,22.6
C02708,2028,Computer Science,0,39,3.9,1.06,21.7
C02193,2028,Civil & Environmental Engineering,1,39,3.1,3.8,21
C02391,2028,Systems Engineering,0,36,2.87,2.28,19.3
C01464,2028,Aeronautical Engineering,0,3,2.65,3.01,25.1
C01982,2028,Management,0,32,2.76,2.68,16.4
C01840,2028,Biology,0,26,3.53,3.4,21.3
C00044,2028,Operations Research,0,5,2.1,2.47,11.6
C03233,2028,Management,0,30,2.48,1.94,13.1
C03538,2028,Cyber Science,0,34,4,1.36,15.6
C00190,2028,Management,0,19,2.01,2.84,18.7
C03627,2028,Computer Science,0,26,2.43,2.82,19.6
C01427,2028,Computer Science,0,1,3.57,2.46,26.5
C00778,2028,Astronautical Engineering,1,36,2.77,3.51,16.8
C00411,2028,Economics,1,15,1.63,3.82,8.3
C03554,2028,Foreign Area Studies,0,15,3.11,3.23,25
C01586,2028,Astronautical Engineering,0,29,3.97,1.82,23.7
C00460,2028,Political Science,0,8,2.01,2.88,18.4
C02847,2028,Political Science,0,34,2.49,1.66,16.6
C00390,2028,Biology,0,25,1,1.85,18.4
C01762,2028,Systems Engineering,0,40,2.83,2.22,19.8
C02471,2028,Management,0,10,2.66,3.05,15.8
C02815,2028,Aeronautical Engineering,1,22,2.72,4,18.8
C00983,2028,History,0,32,2.25,2.94,9.6
C00251,2028,Mathematical Sciences,0,19,3.37,1.27,15.9
C03536,2028,Computer Science,0,28,2.3,2.41,17.7
C00034,2028,Systems Engineering,1,34,2.72,3.72,16.7
C02052,2028,Economics,1,24,3.02,3.58,15.4
C03622,2028,Systems Engineering,0,38,2.96,3.01,24.7
C01682,2028,Meteorology,0,37,2.95,3.19,14.3
C03400,2028,Electrical & Computer Engineering,0,36,4,1.82,25.4
C00061,2028,Management,1,13,1.06,4,6.9
C02211,2028,Management,0,10,2.73,2.36,16
C02214,2028,Civil & Environmental Engineering,0,39,2.51,2.38,15.6
C00542,2028,Computer Science,0,39,2.33,2.58,20.2
C01595,2028,History,0,11,3.18,2.15,21.4
C01503,2028,History,0,15,3.94,2.61,15.1
C03388,2028,Mathematical Sciences,0,25,3.21,2.99,25.8
C01582,2028,Economics,0,27,3,2.63,20.5
C03676,2028,Behavioral Sciences,0,9,2.92,2.74,16.3
C01584,2028,Data Science,1,22,2.5,3.4,14.7
C02318,2028,Physics,0,2,2.03,2.77,23
C01339,2028,Military & Strategic Studies,1,40,2.54,2.97,15.7
C03300,2028,Cyber Science,1,5,3.12,3.91,18.3
C01421,2028,Chemistry,0,9,3.78,2.59,20.9
C01796,2028,Biology,0,7,3.24,2.03,17.8
C03078,2028,Cyber Science,0,36,2.7,2.4,22.3
C01821,2028,Computer Science,0,24,2.28,2.51,18.6
C02234,2028,Political Science,0,28,1.77,2.85,19
C03050,2028,Biology,0,23,3.7,3.21,19.3
C02182,2028,Economics,0,1,2.76,2.67,18.4
C03704,2028,Aeronautical Engineering,0,25,1.83,2.2,19.9
C02143,2028,Management,1,4,2.67,3.25,11.4
C03442,2028,Management,0,5,1.93,3.06,13.5
C00995,2028,Civil & Environmental Engineering,1,20,3.22,3.75,15.2
C01190,2028,Computer Science,1,14,3.19,2.99,17.7
C00204,2028,Biology,1,9,2.59,3.04,16.6
C00323,2028,Mechanical Engineering,1,37,2.3,3.84,27
C03492,2028,Cyber Science,1,24,2.42,3.84,13.1
C01266,2028,Philosophy,0,33,2.57,2.19,19.2
C01454,2028,Operations Research,0,3,2.88,2.94,18.4
C00377,2028,Management,0,16,1.19,2.35,15.1
C01577,2028,Astronautical Engineering,0,34,3.71,3.41,23.3
C03511,2028,Computer Science,0,13,1.15,3.38,16.4
C01117,2028,Computer Science,0,25,3.39,2.97,21.3
C03205,2028,History,0,39,2.44,3.69,16.8
C01131,2028,Political Science,0,20,2.29,2.27,16.8
C02004,2028,History,1,11,2.6,4,14.2
C01397,2028,Management,1,3,3.01,3.99,9.3
C02665,2028,Economics,1,3,2.16,3.54,15.1
C02210,2028,Systems Engineering,0,10,2.72,3.01,25.9
C02774,2028,Management,0,28,2.25,1.86,13.2
C03879,2028,Military & Strategic Studies,0,37,2.53,3.39,10.3
C00579,2028,Computer Science,0,22,2.94,3.45,22.4
C03873,2028,Electrical & Computer Engineering,1,35,3.18,3.08,14.8
C00667,2028,Management,0,24,3.57,2.25,13
C02661,2028,Legal Studies,0,18,2.84,2.59,19.8
C03319,2028,Foreign Area Studies,0,22,1.79,2.68,15.6
C01205,2028,Economics,0,3,2.98,2.21,21.7
C00414,2028,Political Science,0,3,2.28,2.65,17.7
C00884,2028,Physics,0,21,3.94,1.65,26.5
C03019,2028,Biology,0,25,3.17,3.53,16.8
C02275,2028,Geospatial Science,0,10,2.81,2.72,17.4
C02316,2028,Systems Engineering,1,26,2.7,3.89,13.6
C00349,2028,Foreign Area Studies,0,18,2.61,2.64,19.7
C00653,2028,Economics,0,7,1.84,2.75,17.3
C00140,2028,Systems Engineering,0,8,3.33,2.47,21.6
C03713,2028,Management,0,19,2.01,2.74,8.6
C02810,2028,Systems Engineering,0,30,3.58,3.5,20.9
C00984,2028,Operations Research,0,4,1.57,3.38,15.6
C01700,2028,Computer Science,0,1,2.84,2.46,19.3
C00996,2028,Systems Engineering,1,37,3.81,3.56,16.8
C00697,2028,Astronautical Engineering,0,31,2.84,1.97,15.9
C00801,2028,Undeclared,0,8,3.71,1.98,18.6
C01362,2028,Military & Strategic Studies,0,20,2.97,3.25,17.2
C03252,2028,Systems Engineering,1,26,2.64,3.52,14.8
C03322,2028,Mechanical Engineering,1,15,2.69,2.97,19.2
C03809,2028,Political Science,0,17,2.13,2.72,16.9
C01625,2028,Physics,0,36,2.93,2.75,21.3
C00339,2028,Biology,0,9,2.57,3.03,20.3
C03151,2028,Systems Engineering,1,21,3.48,3.34,14.2
C01540,2028,Systems Engineering,1,26,3.16,3.94,18.6
C02348,2028,Military & Strategic Studies,0,23,2.82,2.3,11.4
C03465,2028,English,0,36,1.93,2.79,15.8
C01015,2028,History,1,1,3.51,3.03,21
C00440,2028,Civil & Environmental Engineering,0,1,2.66,3,21.2
C02197,2028,Biology,0,20,2.63,2.66,19.7
C03699,2028,Computer Science,1,29,3.25,3.49,14
C02075,2028,Aeronautical Engineering,1,26,2.58,3.51,16.1
C03278,2028,Management,0,34,2.51,3.04,16.7
C01543,2028,Chemistry,0,10,2.78,3.15,19.6
C02901,2028,Cyber Science,0,16,2.5,3.87,18.8
C03838,2028,Political Science,0,30,2.14,2.6,17.5
C03043,2028,Aeronautical Engineering,1,24,2.76,4,19.2
C00312,2028,Political Science,0,26,2.47,4,9.5
C03248,2028,Management,0,35,2.51,2.62,13.1
C02845,2028,English,1,26,2.25,4,16.7
C03027,2028,Systems Engineering,1,29,3.36,3.44,13.3
C01955,2028,Mechanical Engineering,0,7,3.55,3.15,29.1
C02597,2028,Economics,0,30,1.9,2.36,15.1
C03577,2028,Systems Engineering,0,7,2.49,3.06,20.2
C02908,2028,Philosophy,0,22,3.38,2.08,19.2
C02983,2028,Political Science,1,31,1.99,3.9,14.6
C01418,2028,Operations Research,1,20,2.91,2.47,22.4
C00952,2028,Cyber Science,0,21,3.38,2.07,20.4
C03757,2028,Meteorology,0,20,4,3.06,18.2
C00450,2028,Aeronautical Engineering,0,11,3.6,2.33,30
C00888,2028,Management,0,19,2.86,1.57,20
C01592,2028,Systems Engineering,0,33,2.4,3.2,17.1
C04005,2028,Philosophy,0,23,1.48,3.3,18.3
C00148,2028,Biology,0,26,3.33,2.91,18.9
C02334,2028,Electrical & Computer Engineering,0,2,2.25,1.85,15.9
C02590,2028,Management,1,24,3.02,4,17.8
C03540,2028,Systems Engineering,1,8,2.83,3.88,17.8
C03579,2028,Management,0,35,3.55,2.73,19.4
C01846,2028,Management,0,9,0.98,2.17,12.5
C03697,2028,Management,0,33,2.16,3.07,19.1
C01264,2028,Data Science,0,38,2.65,2.61,20.8
C02859,2028,Mechanical Engineering,0,26,3.2,1.52,24.7
C03938,2028,Management,0,1,3.95,1.97,19.4
C01256,2028,Civil & Environmental Engineering,1,25,1.92,4,10.5
C02702,2028,Management,0,26,2.87,3.29,13.2
C03831,2028,Philosophy,0,33,3.43,2.09,20.1
C02883,2028,Undeclared,0,1,3.49,2.7,13.7
C01105,2028,Systems Engineering,0,16,2.32,2.27,19.8
C01869,2028,Legal Studies,0,10,1.77,2.96,17.6
C00584,2028,Systems Engineering,0,15,2.23,2.84,17.9
C01687,2028,Management,0,18,2.85,3.04,13.4
C02835,2028,Electrical & Computer Engineering,0,33,2.07,1.7,15.3
C03413,2028,Aeronautical Engineering,0,6,3.42,2.71,22
C00515,2028,Management,1,30,1.73,3.81,12.8
C03245,2028,Management,0,23,2.9,2.11,15.2
C00481,2028,Legal Studies,0,35,2.47,1.7,17
C03870,2028,Legal Studies,0,28,3.85,2.27,23
C03850,2028,Systems Engineering,0,40,1.97,2.59,21
C00268,2028,Aeronautical Engineering,0,40,2.19,2.94,17.5
C00701,2028,Management,0,8,2.28,2.61,15.2
C00690,2028,History,1,20,3.07,4,16.6
C02088,2028,Cyber Science,0,39,3.77,2.89,20.6
C02828,2028,Military & Strategic Studies,1,32,2.62,3.76,13.3
C00233,2028,Political Science,0,25,2.11,2.27,15.2
C02587,2028,Systems Engineering,0,28,2.98,2.73,16.8
C03372,2028,Economics,1,29,1.4,3.5,11.8
C03707,2028,Biology,1,20,3.09,3.5,11.4
C02155,2028,Astronautical Engineering,0,21,3.15,2.88,27.9
C02396,2028,Systems Engineering,0,32,3.01,3.37,19.2
C03389,2028,Undeclared,1,24,2.17,4,10.9
C03307,2028,Management,0,3,2.74,2.56,17.6
C03842,2028,Operations Research,1,18,3.89,3.93,17.5
C03102,2028,Behavioral Sciences,0,40,3.19,3.05,18.4
C03506,2028,Biology,0,38,4,3.03,25.2
C00163,2028,Management,0,4,2.48,3.2,18.4
C03808,2028,Political Science,1,12,4,3.43,14.8
C03869,2028,Cyber Science,0,14,3.16,2.04,13.4
C02532,2028,Civil & Environmental Engineering,0,15,2.03,1.71,18.1
C03432,2028,Systems Engineering,0,28,3.83,2.86,18.7
C02228,2028,Civil & Environmental Engineering,0,17,2.86,3.43,21
C03232,2028,Management,0,13,2.42,4,12.4
C00263,2028,Systems Engineering,1,37,1.9,3.19,14.2
C02890,2028,Systems Engineering,0,38,4,2.73,23.9
C02067,2028,Political Science,0,25,2.04,3.38,16
C00954,2028,Biology,0,3,3.1,2.42,23.7
C00670,2028,Physics,0,1,3.82,2.62,18.5
C01778,2028,Mechanical Engineering,0,15,3.76,2.78,23.6
C02139,2028,Economics,0,31,2.53,2.19,10.5
C02178,2028,Physics,0,35,3.38,3.18,21.9
C00831,2028,Aeronautical Engineering,1,24,2.61,3.76,17.8
C02959,2028,Mechanical Engineering,1,13,4,3.23,20.3
C03309,2028,Foreign Area Studies,0,2,4,2.99,17.3
C01874,2028,Astronautical Engineering,0,4,3.65,2.45,22.2
C00689,2028,Meteorology,0,1,3.62,2.87,20.6
C01011,2028,Management,1,28,3.54,2.9,9.7
C03500,2028,Management,0,1,2.47,2.8,13.5
C01039,2028,Economics,0,20,1.89,2.36,7.7
C01759,2028,Foreign Area Studies,0,37,2.46,2.06,21
C03255,2028,Management,0,13,1.37,2.9,9.5
C00439,2028,Management,1,20,3.35,2.84,16.2
C03301,2028,Management,1,17,3.08,3.03,9
C00267,2028,Data Science,0,13,3.65,3.33,25.5
C02720,2028,Chemistry,0,27,2.9,2.76,14.8
C01312,2028,Management,1,10,1.79,3.7,8.2
C02083,2028,Management,0,39,3.41,3.96,16
C01282,2028,Aeronautical Engineering,0,9,3.17,2.65,24
C02174,2028,Behavioral Sciences,1,10,2.81,4,11.5
C03586,2028,Political Science,0,8,3.09,2.82,17.6
C01967,2028,Chemistry,0,36,3.69,2.67,21.8
C00381,2028,Political Science,0,5,2.58,2.63,18.1
C00295,2028,Management,0,10,2.8,3.21,19.1
C02778,2028,Economics,1,18,3.14,4,14.3
C03606,2028,Philosophy,0,30,3.19,3.22,19.3
C03790,2028,Aeronautical Engineering,1,8,3.79,3.65,18.4
C00759,2028,Mechanical Engineering,0,3,3.88,3.25,26.4
C03825,2028,Military & Strategic Studies,0,6,2.71,2.22,18.1
C00273,2028,Economics,1,22,2.96,3.43,17.1
C03332,2028,Management,0,24,3.28,2.33,14.4
C01969,2028,Foreign Area Studies,1,3,3.29,4,19.4
C01876,2028,Biology,0,33,3.41,3.06,22.7
C00291,2028,Aeronautical Engineering,0,12,2.66,2.38,19.1
C02472,2028,Biology,0,14,2.82,3.2,15.4
C00145,2028,Systems Engineering,0,23,2.59,3.21,15.3
C01361,2028,Political Science,0,7,2.07,2.88,15.6
C00298,2028,Military & Strategic Studies,1,37,1.57,3.45,13.1
C01854,2028,Biology,0,36,1.25,1.71,19.2
C03929,2028,Mathematical Sciences,0,24,3.56,2.35,23.3
C00847,2028,Chemistry,0,17,2.88,2.81,18.8
C03466,2028,Systems Engineering,0,13,1.73,3.01,15.6
C03758,2028,Mathematical Sciences,0,12,2,2.34,15.3
C01067,2028,Economics,0,6,2.3,2.63,21.3
C03311,2028,Management,1,24,2.06,3.47,9.3
C03747,2028,Behavioral Sciences,0,23,2.26,3.14,21.6
C01568,2028,Management,0,30,1.97,2.7,7.9
C00502,2028,Management,0,6,2.78,2.36,17.2
C03620,2028,Geospatial Science,0,14,2.14,2.52,16.7
C01832,2028,Systems Engineering,0,1,3.45,3.18,25
C04013,2028,Electrical & Computer Engineering,0,13,2.66,2.47,25
C00093,2028,Aeronautical Engineering,0,9,2.87,1.61,28.6
C03124,2028,Astronautical Engineering,0,9,2.69,2.34,22.7
C02531,2028,Economics,1,36,2.94,3.84,15.9
C00107,2028,Management,0,22,3.12,2.73,16.7
C01323,2028,Computer Science,0,6,3.76,2.81,23.4
C02876,2028,Economics,1,33,2.75,3.55,14.1
C03794,2028,Electrical & Computer Engineering,1,3,3.4,3.36,21.8
C03679,2028,Computer Science,0,14,2.23,2.67,22.1
C01609,2028,English,0,28,2.25,3.24,22.3
C02224,2028,Management,0,16,1.99,2.49,18.8
C02358,2028,Operations Research,0,37,3.37,2.19,22.4
C01963,2028,Foreign Area Studies,0,17,2.88,2.86,23
C02870,2028,Military & Strategic Studies,0,15,3.07,3.32,21.3
C03845,2028,Aeronautical Engineering,1,11,2.04,3.43,14.9
C00213,2028,Systems Engineering,0,15,2.37,2.57,23.6
C01872,2028,Mechanical Engineering,0,38,2.18,2.14,17
C01683,2028,Astronautical Engineering,0,1,3.03,2.84,25.2
C00302,2028,Legal Studies,0,36,2.66,3.34,20
C00108,2028,Political Science,1,25,3.4,4,20.4
C01016,2028,Electrical & Computer Engineering,0,12,3.78,3.18,15
C03438,2028,Astronautical Engineering,0,2,3.37,1.46,19.7
C00290,2028,Aeronautical Engineering,0,13,2.43,2.63,19.2
C01580,2028,Behavioral Sciences,0,28,2.76,3.12,18.6
C02499,2028,Computer Science,0,31,3.07,2.09,25.9
C01819,2028,Aeronautical Engineering,0,3,3.16,2.87,22.5
C03746,2028,History,0,1,1.96,2.32,16.5
C02239,2028,Economics,1,29,3.53,3.79,16.8
C03098,2028,Mathematical Sciences,0,25,2.72,4,17.7
C00252,2028,Management,0,30,2.58,3.37,16.3
C01727,2028,Computer Science,1,18,3.33,3.02,20.9
C00509,2028,Military & Strategic Studies,0,9,3.41,2.5,17.6
C02100,2028,Management,0,22,2.73,2.94,11.8
C00128,2028,Computer Science,0,31,3.27,3.64,19.4
C01498,2028,Electrical & Computer Engineering,0,35,3.36,3.17,20.1
C03090,2028,Cyber Science,1,26,2.82,3.74,18.4
C02756,2028,Computer Science,0,17,4,3.45,31.3
C03804,2028,History,0,28,3.35,1.91,23.6
